Wert1,Wert2,Wert3,Wert4,Wert5
"417,765","5,77E-02","0,000064","1,440599E+01","1,599241E-02"
"418,782","5,76E-02","0,000064","1,439611E+01","1,599244E-02"
"419,803","5,75E-02","0,000064","1,437183E+01","1,599251E-02"
"420,806","5,74E-02","0,000064","1,435378E+01","1,599256E-02"
"421,835","5,74E-02","0,000064","1,434992E+01","1,599257E-02"
"422,84","5,73E-02","0,000064","1,431766E+01","1,599266E-02"
"423,84","5,72E-02","0,000064","1,429854E+01","1,599271E-02"
"424,842","5,71E-02","0,000064","1,428099E+01","1,599276E-02"
"425,842","5,71E-02","0,000064","1,425757E+01","1,599283E-02"
"426,855","5,70E-02","0,000064","1,424136E+01","1,599287E-02"
"427,863","5,69E-02","0,000064","1,422929E+01","1,599291E-02"
"428,87","5,69E-02","0,000064","1,423035E+01","1,599290E-02"
"429,874","5,69E-02","0,000064","1,421308E+01","1,599295E-02"
"430,887","5,67E-02","0,000064","1,417770E+01","1,599305E-02"
"431,892","5,68E-02","0,000064","1,418246E+01","1,599304E-02"
"432,906","5,67E-02","0,000064","1,416070E+01","1,599310E-02"
"433,921","5,66E-02","0,000064","1,414475E+01","1,599315E-02"
"434,934","5,65E-02","0,000064","1,412704E+01","1,599320E-02"
"435,946","5,65E-02","0,000064","1,411630E+01","1,599323E-02"
"436,956","5,64E-02","0,000064","1,409896E+01","1,599328E-02"
"437,978","5,63E-02","0,000064","1,407965E+01","1,599334E-02"
"438,98","5,63E-02","0,000064","1,405688E+01","1,599340E-02"
"439,986","5,62E-02","0,000064","1,403438E+01","1,599347E-02"
"440,999","5,61E-02","0,000064","1,402295E+01","1,599350E-02"
"442,023","5,60E-02","0,000064","1,400029E+01","1,599357E-02"
"443,033","5,61E-02","0,000064","1,400885E+01","1,599354E-02"
"444,055","5,59E-02","0,000064","1,398165E+01","1,599362E-02"
"445,147","5,59E-02","0,000064","1,396309E+01","1,599368E-02"
"446,195","5,58E-02","0,000064","1,393650E+01","1,599376E-02"
"447,247","5,57E-02","0,000064","1,392482E+01","1,599379E-02"
"448,25","5,57E-02","0,000064","1,391411E+01","1,599382E-02"
"449,268","5,57E-02","0,000064","1,391594E+01","1,599382E-02"
"450,287","5,55E-02","0,000064","1,386962E+01","1,599396E-02"
"451,292","5,54E-02","0,000064","1,385024E+01","1,599401E-02"
"452,304","5,53E-02","0,000064","1,383041E+01","1,599407E-02"
"453,315","5,53E-02","0,000064","1,383028E+01","1,599407E-02"
"454,321","5,52E-02","0,000064","1,380352E+01","1,599415E-02"
"455,33","5,51E-02","0,000064","1,378164E+01","1,599422E-02"
"456,341","5,51E-02","0,000064","1,376531E+01","1,599427E-02"
"457,342","5,50E-02","0,000064","1,375027E+01","1,599432E-02"
"458,348","5,49E-02","0,000064","1,372975E+01","1,599438E-02"
"459,354","5,49E-02","0,000064","1,371423E+01","1,599443E-02"
"460,364","5,48E-02","0,000064","1,369666E+01","1,599448E-02"
"461,376","5,48E-02","0,000064","1,369366E+01","1,599449E-02"
"462,393","5,47E-02","0,000064","1,367868E+01","1,599454E-02"
"463,402","5,47E-02","0,000064","1,367050E+01","1,599456E-02"
"464,416","5,46E-02","0,000064","1,365730E+01","1,599460E-02"
"465,424","5,46E-02","0,000064","1,365278E+01","1,599461E-02"
"466,443","5,45E-02","0,000064","1,363101E+01","1,599468E-02"
"467,452","5,45E-02","0,000064","1,361432E+01","1,599473E-02"
"468,462","5,44E-02","0,000064","1,360618E+01","1,599476E-02"
"469,464","5,44E-02","0,000064","1,359069E+01","1,599481E-02"
"470,478","5,43E-02","0,000064","1,357165E+01","1,599487E-02"
"471,496","5,43E-02","0,000064","1,357431E+01","1,599486E-02"
"472,506","5,42E-02","0,000064","1,354059E+01","1,599496E-02"
"473,511","5,41E-02","0,000064","1,351832E+01","1,599503E-02"
"474,519","5,41E-02","0,000064","1,351496E+01","1,599504E-02"
"475,542","5,41E-02","0,000064","1,351538E+01","1,599504E-02"
"476,556","5,40E-02","0,000063","1,348898E+01","1,574520E-02"
"477,56","5,38E-02","0,000063","1,345568E+01","1,574531E-02"
"478,566","5,38E-02","0,000063","1,343604E+01","1,574537E-02"
"479,592","5,38E-02","0,000063","1,343706E+01","1,574537E-02"
"480,588","5,37E-02","0,000063","1,341474E+01","1,574544E-02"
"481,59","5,36E-02","0,000063","1,340444E+01","1,574547E-02"
"482,588","5,36E-02","0,000063","1,338484E+01","1,574553E-02"
"483,595","5,34E-02","0,000063","1,334492E+01","1,574566E-02"
"484,619","5,34E-02","0,000063","1,333995E+01","1,574567E-02"
"485,622","5,34E-02","0,000063","1,333866E+01","1,574568E-02"
"486,662","5,33E-02","0,000063","1,332358E+01","1,574572E-02"
"487,672","5,33E-02","0,000063","1,331058E+01","1,574577E-02"
"488,682","5,31E-02","0,000063","1,326754E+01","1,574590E-02"
"489,685","5,31E-02","0,000063","1,327925E+01","1,574587E-02"
"490,711","5,31E-02","0,000063","1,327278E+01","1,574589E-02"
"491,721","5,30E-02","0,000063","1,324697E+01","1,574597E-02"
"492,744","5,29E-02","0,000063","1,321834E+01","1,574606E-02"
"493,746","5,29E-02","0,000063","1,321232E+01","1,574608E-02"
"494,756","5,28E-02","0,000063","1,320310E+01","1,574611E-02"
"495,767","5,28E-02","0,000063","1,319495E+01","1,574614E-02"
"496,785","5,28E-02","0,000063","1,319244E+01","1,574615E-02"
"497,792","5,26E-02","0,000063","1,315768E+01","1,574626E-02"
"498,806","5,25E-02","0,000063","1,313198E+01","1,574634E-02"
"499,812","5,25E-02","0,000063","1,311810E+01","1,574639E-02"
"500,823","5,24E-02","0,000063","1,309439E+01","1,574647E-02"
"501,824","5,24E-02","0,000063","1,308469E+01","1,574650E-02"
"502,836","5,23E-02","0,000063","1,307013E+01","1,574655E-02"
"503,845","5,23E-02","0,000063","1,306300E+01","1,574657E-02"
"504,87","5,22E-02","0,000063","1,304644E+01","1,574663E-02"
"505,876","5,22E-02","0,000063","1,303956E+01","1,574665E-02"
"506,889","5,22E-02","0,000063","1,303687E+01","1,574666E-02"
"507,908","5,21E-02","0,000063","1,302157E+01","1,574671E-02"
"508,92","5,20E-02","0,000063","1,299665E+01","1,574679E-02"
"509,924","5,20E-02","0,000063","1,299762E+01","1,574679E-02"
"510,936","5,19E-02","0,000063","1,297581E+01","1,574686E-02"
"511,938","5,18E-02","0,000063","1,295602E+01","1,574693E-02"
"512,957","5,17E-02","0,000063","1,292874E+01","1,574702E-02"
"513,966","5,17E-02","0,000063","1,292740E+01","1,574703E-02"
"514,976","5,17E-02","0,000063","1,291579E+01","1,574707E-02"
"515,992","5,16E-02","0,000063","1,289628E+01","1,574713E-02"
"517,006","5,14E-02","0,000063","1,285843E+01","1,574726E-02"
"518,016","5,14E-02","0,000063","1,284273E+01","1,574732E-02"
"519,042","5,13E-02","0,000063","1,283276E+01","1,574735E-02"
"520,041","5,14E-02","0,000063","1,284406E+01","1,574731E-02"
"521,052","5,13E-02","0,000063","1,282455E+01","1,574738E-02"
"522,057","5,12E-02","0,000063","1,280470E+01","1,574745E-02"
"523,071","5,11E-02","0,000063","1,277908E+01","1,574754E-02"
"524,08","5,11E-02","0,000063","1,276390E+01","1,574759E-02"
"525,097","5,10E-02","0,000063","1,273786E+01","1,574768E-02"
"526,167","5,09E-02","0,000063","1,272044E+01","1,574774E-02"
"527,217","5,08E-02","0,000063","1,270442E+01","1,574780E-02"
"528,289","5,08E-02","0,000063","1,269340E+01","1,574784E-02"
"529,303","5,07E-02","0,000063","1,267196E+01","1,574791E-02"
"530,306","5,06E-02","0,000063","1,265892E+01","1,574796E-02"
"531,313","5,06E-02","0,000063","1,264545E+01","1,574800E-02"
"532,328","5,05E-02","0,000063","1,263085E+01","1,574806E-02"
"533,343","5,05E-02","0,000063","1,261350E+01","1,574812E-02"
"534,378","5,05E-02","0,000063","1,261679E+01","1,574811E-02"
"535,388","5,04E-02","0,000063","1,260342E+01","1,574815E-02"
"536,384","5,04E-02","0,000063","1,259301E+01","1,574819E-02"
"537,398","5,04E-02","0,000063","1,258617E+01","1,574822E-02"
"538,417","5,03E-02","0,000063","1,256145E+01","1,574830E-02"
"539,426","5,02E-02","0,000063","1,254036E+01","1,574838E-02"
"540,435","5,01E-02","0,000063","1,252026E+01","1,574845E-02"
"541,444","0,00E+00","0,00001","3,587947E-02",#DIV/0!
"542,47","0,00E+00","0,00001","3,587947E-02",#DIV/0!
"543,494","4,99E-02","0,00006","1,247895E+01","1,499867E-02"
"544,496","4,99E-02","0,00006","1,247459E+01","1,499868E-02"
"545,506","4,98E-02","0,00006","1,244916E+01","1,499877E-02"
"546,525","4,97E-02","0,00006","1,243298E+01","1,499883E-02"
"547,54","4,97E-02","0,00006","1,242036E+01","1,499887E-02"
"548,545","4,96E-02","0,00006","1,239948E+01","1,499895E-02"
"549,556","4,96E-02","0,00006","1,239681E+01","1,499896E-02"
"550,578","4,95E-02","0,00006","1,238654E+01","1,499899E-02"
"551,603","4,95E-02","0,000059","1,236706E+01","1,474908E-02"
"552,612","4,94E-02","0,000059","1,236038E+01","1,474910E-02"
"553,627","4,94E-02","0,000059","1,233729E+01","1,474918E-02"
"554,69","4,93E-02","0,000059","1,232441E+01","1,474922E-02"
"555,742","4,93E-02","0,000059","1,231270E+01","1,474927E-02"
"556,775","4,92E-02","0,000059","1,229184E+01","1,474934E-02"
"557,777","4,91E-02","0,000059","1,226427E+01","1,474944E-02"
"558,776","4,89E-02","0,000059","1,223456E+01","1,474954E-02"
"559,784","4,89E-02","0,000059","1,222724E+01","1,474957E-02"
"560,791","4,88E-02","0,000059","1,220681E+01","1,474964E-02"
"561,8","4,88E-02","0,000059","1,220624E+01","1,474964E-02"
"562,814","4,88E-02","0,000059","1,219382E+01","1,474969E-02"
"563,821","4,87E-02","0,000059","1,217218E+01","1,474976E-02"
"564,825","4,86E-02","0,000059","1,214943E+01","1,474984E-02"
"565,833","4,85E-02","0,000059","1,212979E+01","1,474992E-02"
"566,843","4,86E-02","0,000059","1,214127E+01","1,474987E-02"
"567,839","4,85E-02","0,000059","1,213491E+01","1,474990E-02"
"568,85","4,85E-02","0,000059","1,212941E+01","1,474992E-02"
"569,854","4,84E-02","0,000058","1,210014E+01","1,450002E-02"
"570,862","4,83E-02","0,000058","1,208428E+01","1,450008E-02"
"571,886","4,83E-02","0,000058","1,207604E+01","1,450011E-02"
"572,896","4,82E-02","0,000058","1,204194E+01","1,450023E-02"
"573,901","4,82E-02","0,000058","1,204871E+01","1,450021E-02"
"574,912","4,81E-02","0,000058","1,202318E+01","1,450030E-02"
"575,932","4,81E-02","0,000058","1,201552E+01","1,450033E-02"
"576,942","4,80E-02","0,000058","1,199705E+01","1,450039E-02"
"577,95","4,79E-02","0,000058","1,198366E+01","1,450044E-02"
"578,949","4,78E-02","0,000058","1,195938E+01","1,450053E-02"
"579,952","4,78E-02","0,000058","1,195368E+01","1,450055E-02"
"580,951","4,77E-02","0,000058","1,193513E+01","1,450062E-02"
"581,953","4,77E-02","0,000058","1,191779E+01","1,450068E-02"
"582,968","4,76E-02","0,000058","1,190624E+01","1,450072E-02"
"583,986","4,75E-02","0,000058","1,188493E+01","1,450080E-02"
"584,995","4,76E-02","0,000058","1,188953E+01","1,450079E-02"
"585,993","4,76E-02","0,000058","1,188909E+01","1,450079E-02"
"587,004","4,75E-02","0,000057","1,187537E+01","1,425082E-02"
"588,01","4,74E-02","0,000057","1,185894E+01","1,425088E-02"
"589,021","4,73E-02","0,000057","1,183820E+01","1,425096E-02"
"590,03","4,73E-02","0,000057","1,182499E+01","1,425101E-02"
"591,032","4,73E-02","0,000057","1,182037E+01","1,425103E-02"
"592,044","4,72E-02","0,000057","1,179930E+01","1,425110E-02"
"593,056","4,72E-02","0,000057","1,178985E+01","1,425114E-02"
"594,058","4,71E-02","0,000057","1,178241E+01","1,425116E-02"
"595,072","4,70E-02","0,000057","1,176154E+01","1,425124E-02"
"596,079","4,69E-02","0,000057","1,173235E+01","1,425135E-02"
"597,095","4,69E-02","0,000057","1,172185E+01","1,425139E-02"
"598,104","4,68E-02","0,000057","1,170246E+01","1,425146E-02"
"599,118","4,67E-02","0,000057","1,168033E+01","1,425155E-02"
"600,122","4,67E-02","0,000057","1,167229E+01","1,425158E-02"
"601,133","4,66E-02","0,000057","1,166216E+01","1,425161E-02"
"602,134","4,66E-02","0,000057","1,164114E+01","1,425169E-02"
"603,15","4,65E-02","0,000056","1,161769E+01","1,400175E-02"
"604,156","4,64E-02","0,000056","1,160819E+01","1,400179E-02"
"605,177","4,64E-02","0,000056","1,160110E+01","1,400181E-02"
"606,184","4,64E-02","0,000056","1,159021E+01","1,400185E-02"
"607,188","4,63E-02","0,000056","1,157245E+01","1,400192E-02"
"608,2","4,62E-02","0,000056","1,155846E+01","1,400197E-02"
"609,21","4,62E-02","0,000056","1,154635E+01","1,400202E-02"
"610,221","4,61E-02","0,000056","1,153235E+01","1,400207E-02"
"611,227","4,61E-02","0,000056","1,152578E+01","1,400210E-02"
"612,246","4,61E-02","0,000056","1,151825E+01","1,400213E-02"
"613,248","4,60E-02","0,000056","1,148994E+01","1,400223E-02"
"614,25","4,59E-02","0,000056","1,147701E+01","1,400228E-02"
"615,271","4,58E-02","0,000056","1,145841E+01","1,400235E-02"
"616,298","4,58E-02","0,000056","1,144521E+01","1,400240E-02"
"617,306","4,57E-02","0,000056","1,142979E+01","1,400246E-02"
"618,312","4,57E-02","0,000056","1,141789E+01","1,400251E-02"
"619,335","4,56E-02","0,000056","1,140677E+01","1,400255E-02"
"620,341","4,56E-02","0,000056","1,139262E+01","1,400261E-02"
"621,345","4,55E-02","0,000055","1,137060E+01","1,375265E-02"
"622,357","4,55E-02","0,000055","1,136888E+01","1,375265E-02"
"623,366","4,55E-02","0,000055","1,136671E+01","1,375266E-02"
"624,372","4,54E-02","0,000055","1,134979E+01","1,375273E-02"
"625,377","4,53E-02","0,000055","1,132893E+01","1,375281E-02"
"626,388","4,52E-02","0,000055","1,131061E+01","1,375288E-02"
"627,414","4,52E-02","0,000055","1,130593E+01","1,375289E-02"
"628,422","4,52E-02","0,000055","1,129581E+01","1,375293E-02"
"629,445","4,51E-02","0,000055","1,126690E+01","1,375305E-02"
"630,449","4,50E-02","0,000055","1,124943E+01","1,375311E-02"
"631,457","4,49E-02","0,000055","1,123570E+01","1,375317E-02"
"632,469","4,48E-02","0,000055","1,121105E+01","1,375326E-02"
"633,491","4,48E-02","0,000055","1,121509E+01","1,375325E-02"
"634,502","4,48E-02","0,000055","1,121054E+01","1,375327E-02"
"635,523","4,47E-02","0,000055","1,118223E+01","1,375338E-02"
"636,542","4,47E-02","0,000055","1,117570E+01","1,375340E-02"
"637,553","4,46E-02","0,000055","1,116525E+01","1,375345E-02"
"638,561","4,46E-02","0,000055","1,115657E+01","1,375348E-02"
"639,571","4,46E-02","0,000055","1,114265E+01","1,375354E-02"
"640,576","4,45E-02","0,000055","1,113752E+01","1,375356E-02"
"641,588","4,46E-02","0,000055","1,114143E+01","1,375354E-02"
"642,592","4,44E-02","0,000054","1,110979E+01","1,350360E-02"
"643,608","4,44E-02","0,000054","1,110365E+01","1,350362E-02"
"644,622","4,43E-02","0,000054","1,108820E+01","1,350369E-02"
"645,63","4,44E-02","0,000054","1,109283E+01","1,350367E-02"
"646,64","4,42E-02","0,000054","1,105724E+01","1,350381E-02"
"647,72","4,41E-02","0,000054","1,103933E+01","1,350388E-02"
"648,764","4,40E-02","0,000054","1,099971E+01","1,350404E-02"
"649,811","4,39E-02","0,000054","1,097814E+01","1,350413E-02"
"650,816","4,38E-02","0,000054","1,096542E+01","1,350418E-02"
"651,83","4,38E-02","0,000054","1,094931E+01","1,350424E-02"
"652,848","4,38E-02","0,000054","1,094500E+01","1,350426E-02"
"653,868","4,37E-02","0,000054","1,093141E+01","1,350431E-02"
"654,869","4,37E-02","0,000054","1,093114E+01","1,350432E-02"
"655,879","4,37E-02","0,000054","1,091662E+01","1,350437E-02"
"656,892","4,36E-02","0,000054","1,089848E+01","1,350445E-02"
"657,904","4,35E-02","0,000054","1,088893E+01","1,350449E-02"
"658,92","4,35E-02","0,000054","1,087886E+01","1,350453E-02"
"659,946","4,34E-02","0,000053","1,086384E+01","1,325451E-02"
"660,949","4,34E-02","0,000053","1,086501E+01","1,325450E-02"
"661,953","4,34E-02","0,000053","1,084215E+01","1,325459E-02"
"662,972","4,33E-02","0,000053","1,082109E+01","1,325468E-02"
"663,978","4,33E-02","0,000053","1,081736E+01","1,325470E-02"
"664,982","4,31E-02","0,000053","1,078240E+01","1,325484E-02"
"665,98","4,31E-02","0,000053","1,077111E+01","1,325488E-02"
"667,003","4,30E-02","0,000053","1,075961E+01","1,325493E-02"
"668,018","4,30E-02","0,000053","1,075176E+01","1,325496E-02"
"669,037","4,30E-02","0,000053","1,074989E+01","1,325497E-02"
"670,05","4,29E-02","0,000053","1,072787E+01","1,325506E-02"
"671,061","4,28E-02","0,000053","1,071655E+01","1,325511E-02"
"672,066","4,28E-02","0,000053","1,071638E+01","1,325511E-02"
"673,08","4,28E-02","0,000053","1,069773E+01","1,325519E-02"
"674,104","4,27E-02","0,000053","1,067891E+01","1,325527E-02"
"675,115","4,26E-02","0,000053","1,064939E+01","1,325539E-02"
"676,122","4,26E-02","0,000053","1,064768E+01","1,325540E-02"
"677,137","4,25E-02","0,000053","1,063096E+01","1,325547E-02"
"678,138","4,25E-02","0,000052","1,062761E+01","1,300538E-02"
"679,154","4,24E-02","0,000052","1,061017E+01","1,300545E-02"
"680,152","4,23E-02","0,000052","1,059158E+01","1,300553E-02"
"681,16","4,23E-02","0,000052","1,057934E+01","1,300558E-02"
"682,166","4,23E-02","0,000052","1,057053E+01","1,300562E-02"
"683,171","4,22E-02","0,000052","1,055418E+01","1,300569E-02"
"684,186","4,22E-02","0,000052","1,054913E+01","1,300571E-02"
"685,2","4,21E-02","0,000052","1,052866E+01","1,300579E-02"
"686,214","4,20E-02","0,000052","1,051283E+01","1,300586E-02"
"687,212","4,20E-02","0,000052","1,049881E+01","1,300592E-02"
"688,214","4,20E-02","0,000052","1,049685E+01","1,300593E-02"
"689,219","4,20E-02","0,000052","1,049898E+01","1,300592E-02"
"690,228","4,20E-02","0,000052","1,049513E+01","1,300594E-02"
"691,231","4,18E-02","0,000052","1,045837E+01","1,300609E-02"
"692,242","4,18E-02","0,000052","1,045248E+01","1,300612E-02"
"693,269","4,17E-02","0,000052","1,043952E+01","1,300617E-02"
"694,278","4,17E-02","0,000052","1,042454E+01","1,300624E-02"
"695,275","4,17E-02","0,000052","1,041909E+01","1,300626E-02"
"696,28","4,16E-02","0,000052","1,039990E+01","1,300634E-02"
"697,297","4,15E-02","0,000052","1,038513E+01","1,300641E-02"
"698,308","4,15E-02","0,000051","1,037743E+01","1,275632E-02"
"699,306","4,14E-02","0,000051","1,034757E+01","1,275645E-02"
"700,32","4,13E-02","0,000051","1,032679E+01","1,275653E-02"
"701,326","4,13E-02","0,000051","1,031859E+01","1,275657E-02"
"702,322","4,12E-02","0,000051","1,031623E+01","1,275658E-02"
"703,323","4,12E-02","0,000051","1,030656E+01","1,275662E-02"
"704,322","4,12E-02","0,000051","1,029497E+01","1,275667E-02"
"705,326","4,11E-02","0,000051","1,027326E+01","1,275677E-02"
"706,326","4,11E-02","0,000051","1,027469E+01","1,275676E-02"
"707,327","4,09E-02","0,000051","1,024001E+01","1,275691E-02"
"708,322","4,10E-02","0,000051","1,024501E+01","1,275689E-02"
"709,324","4,09E-02","0,000051","1,022381E+01","1,275698E-02"
"710,334","4,07E-02","0,000051","1,018592E+01","1,275715E-02"
"711,344","4,07E-02","0,000051","1,018153E+01","1,275717E-02"
"712,361","4,07E-02","0,000051","1,017003E+01","1,275722E-02"
"713,371","4,06E-02","0,000051","1,015532E+01","1,275729E-02"
"714,374","4,05E-02","0,000051","1,014317E+01","1,275734E-02"
"715,387","4,05E-02","0,000051","1,013182E+01","1,275739E-02"
"716,398","4,05E-02","0,00005","1,011994E+01","1,250730E-02"
"717,417","4,04E-02","0,00005","1,011719E+01","1,250731E-02"
"718,424","4,04E-02","0,00005","1,009637E+01","1,250740E-02"
"719,438","4,04E-02","0,00005","1,010285E+01","1,250737E-02"
"720,46","4,03E-02","0,00005","1,008427E+01","1,250746E-02"
"721,465","4,02E-02","0,00005","1,006643E+01","1,250753E-02"
"722,476","4,02E-02","0,00005","1,005571E+01","1,250758E-02"
"723,487","4,01E-02","0,00005","1,003819E+01","1,250766E-02"
"724,506","4,01E-02","0,00005","1,003332E+01","1,250768E-02"
"725,528","4,00E-02","0,00005","1,000909E+01","1,250779E-02"
"726,534","3,99E-02","0,00005","9,986818E+00","1,250789E-02"
"727,545","3,99E-02","0,00005","9,982573E+00","1,250791E-02"
"728,55","3,99E-02","0,00005","9,975910E+00","1,250794E-02"
"729,578","3,98E-02","0,00005","9,961491E+00","1,250801E-02"
"730,602","3,98E-02","0,00005","9,955798E+00","1,250803E-02"
"731,604","3,97E-02","0,00005","9,924927E+00","1,250817E-02"
"732,604","3,97E-02","0,00005","9,935423E+00","1,250812E-02"
"733,626","3,96E-02","0,00005","9,909513E+00","1,250824E-02"
"734,648","3,96E-02","0,00005","9,907736E+00","1,250825E-02"
"735,657","3,95E-02","0,00005","9,883772E+00","1,250836E-02"
"736,673","3,94E-02","0,000049","9,863270E+00","1,225829E-02"
"737,734","3,94E-02","0,000049","9,857163E+00","1,225831E-02"
"738,78","3,93E-02","0,000049","9,822466E+00","1,225847E-02"
"739,838","3,92E-02","0,000049","9,818239E+00","1,225849E-02"
"740,838","3,92E-02","0,000049","9,816093E+00","1,225850E-02"
